Cited Article Title,Cited Article EID,Cited Article Link,Miscited Article Title,Miscited Article EID,Miscited Article Link,Citing Article Title,Citing Article EID,Citing Article Link
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,,2-s2.0-85112732271,https://www.scopus.com/record/display.url?eid=2-s2.0-85112732271&origin=resultslist,Architecture for Automatic Recognition of Group Activities Using Local Motions and Context,2-s2.0-85135745673,https://www.scopus.com/record/display.url?eid=2-s2.0-85135745673&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,,2-s2.0-85112732271,https://www.scopus.com/record/display.url?eid=2-s2.0-85112732271&origin=resultslist,Deep learning-based predictive biomarker of pathological complete response to neoadjuvant chemotherapy from histological images in breast cancer,2-s2.0-85112684226,https://www.scopus.com/record/display.url?eid=2-s2.0-85112684226&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,,2-s2.0-85112732271,https://www.scopus.com/record/display.url?eid=2-s2.0-85112732271&origin=resultslist,"Combining machine learning, space-time cloud restoration and phenology for farm-level wheat yield prediction",2-s2.0-85122768235,https://www.scopus.com/record/display.url?eid=2-s2.0-85122768235&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,,2-s2.0-85102183731,https://www.scopus.com/record/display.url?eid=2-s2.0-85102183731&origin=resultslist,Intrusion detection system using data stream classification,2-s2.0-85102177168,https://www.scopus.com/record/display.url?eid=2-s2.0-85102177168&origin=resultslist
A survey on ensemble learning,2-s2.0-85071506977,https://www.scopus.com/record/display.url?eid=2-s2.0-85071506977&origin=resultslist,,2-s2.0-85203111245,https://www.scopus.com/record/display.url?eid=2-s2.0-85203111245&origin=resultslist,Ensemble of temporal Transformers for financial time series,2-s2.0-85186462952,https://www.scopus.com/record/display.url?eid=2-s2.0-85186462952&origin=resultslist
Ultrabroadband nonlinear optics in nanophotonic periodically poled lithium niobate waveguides,2-s2.0-85078153835,https://www.scopus.com/record/display.url?eid=2-s2.0-85078153835&origin=resultslist,,2-s2.0-85091637036,https://www.scopus.com/record/display.url?eid=2-s2.0-85091637036&origin=resultslist,Spectral Broadening by Saturated Second Harmonic Generation in Nanophotonic Lithium Niobate Waveguides,2-s2.0-85091679433,https://www.scopus.com/record/display.url?eid=2-s2.0-85091679433&origin=resultslist
Ultrabroadband nonlinear optics in nanophotonic periodically poled lithium niobate waveguides,2-s2.0-85078153835,https://www.scopus.com/record/display.url?eid=2-s2.0-85078153835&origin=resultslist,,2-s2.0-85091637036,https://www.scopus.com/record/display.url?eid=2-s2.0-85091637036&origin=resultslist,Ultraviolet to Mid-Infrared Supercontinuum Generation in Lithium-Niobate Waveguides,2-s2.0-85091653041,https://www.scopus.com/record/display.url?eid=2-s2.0-85091653041&origin=resultslist
Ultrabroadband nonlinear optics in nanophotonic periodically poled lithium niobate waveguides,2-s2.0-85078153835,https://www.scopus.com/record/display.url?eid=2-s2.0-85078153835&origin=resultslist,,2-s2.0-85091637036,https://www.scopus.com/record/display.url?eid=2-s2.0-85091637036&origin=resultslist,Frequency Comb Offset Stabilization via Integrated Lithium Niobate f-2f Interferometer,2-s2.0-85091631329,https://www.scopus.com/record/display.url?eid=2-s2.0-85091631329&origin=resultslist
Ultrabroadband nonlinear optics in nanophotonic periodically poled lithium niobate waveguides,2-s2.0-85078153835,https://www.scopus.com/record/display.url?eid=2-s2.0-85078153835&origin=resultslist,,2-s2.0-85091637036,https://www.scopus.com/record/display.url?eid=2-s2.0-85091637036&origin=resultslist,Spectral broadening by saturated second harmonic generation in nanophotonic lithium niobate waveguides,2-s2.0-85095459348,https://www.scopus.com/record/display.url?eid=2-s2.0-85095459348&origin=resultslist
Ultrabroadband nonlinear optics in nanophotonic periodically poled lithium niobate waveguides,2-s2.0-85078153835,https://www.scopus.com/record/display.url?eid=2-s2.0-85078153835&origin=resultslist,,2-s2.0-85091637036,https://www.scopus.com/record/display.url?eid=2-s2.0-85091637036&origin=resultslist,Frequency comb offset stabilization via integrated lithium niobate f-2f interferometer,2-s2.0-85095458985,https://www.scopus.com/record/display.url?eid=2-s2.0-85095458985&origin=resultslist
Ultrabroadband nonlinear optics in nanophotonic periodically poled lithium niobate waveguides,2-s2.0-85078153835,https://www.scopus.com/record/display.url?eid=2-s2.0-85078153835&origin=resultslist,,2-s2.0-85091637036,https://www.scopus.com/record/display.url?eid=2-s2.0-85091637036&origin=resultslist,Ultraviolet to mid-infrared supercontinuum generation in lithium-niobate waveguides,2-s2.0-85095426340,https://www.scopus.com/record/display.url?eid=2-s2.0-85095426340&origin=resultslist
Three-dimensional capillary ratchet-induced liquid directional steering,2-s2.0-85115187341,https://www.scopus.com/record/display.url?eid=2-s2.0-85115187341&origin=resultslist,,2-s2.0-85144824102,https://www.scopus.com/record/display.url?eid=2-s2.0-85144824102&origin=resultslist,Micro/nanofluidic transport by special fibers deposited by electrohydrodynamic direct-writing,2-s2.0-85144818884,https://www.scopus.com/record/display.url?eid=2-s2.0-85144818884&origin=resultslist
Perceptual quality assessment of smartphone photography,2-s2.0-85094324334,https://www.scopus.com/record/display.url?eid=2-s2.0-85094324334&origin=resultslist,,2-s2.0-85193625333,https://www.scopus.com/record/display.url?eid=2-s2.0-85193625333&origin=resultslist,Unveiling the factors of aesthetic preferences with explainable AI,2-s2.0-85193614790,https://www.scopus.com/record/display.url?eid=2-s2.0-85193614790&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,,2-s2.0-85108849451,https://www.scopus.com/record/display.url?eid=2-s2.0-85108849451&origin=resultslist,Broadband photocurrent spectroscopy and temperature dependence of band gap of few-layer indium selenide (InSe),2-s2.0-85108792801,https://www.scopus.com/record/display.url?eid=2-s2.0-85108792801&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,,2-s2.0-85195833801,https://www.scopus.com/record/display.url?eid=2-s2.0-85195833801&origin=resultslist,Influences of Cu content on the microstructure and reinforcing behavior of network AlN/Al composites at 350 °C,2-s2.0-85195875669,https://www.scopus.com/record/display.url?eid=2-s2.0-85195875669&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,,2-s2.0-84984979653,https://www.scopus.com/record/display.url?eid=2-s2.0-84984979653&origin=resultslist,Enhancement of the Sub-Band-Gap Photoconductivity in ZnO Nanowires through Surface Functionalization with Carbon Nanodots,2-s2.0-85041203318,https://www.scopus.com/record/display.url?eid=2-s2.0-85041203318&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,,2-s2.0-84984979653,https://www.scopus.com/record/display.url?eid=2-s2.0-84984979653&origin=resultslist,Novel approaches towards highly selective self-powered gas sensors,2-s2.0-84985011701,https://www.scopus.com/record/display.url?eid=2-s2.0-84985011701&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,,2-s2.0-85198614143,https://www.scopus.com/record/display.url?eid=2-s2.0-85198614143&origin=resultslist,Metal nanoparticles decorated two-dimensional nanosheets as heterogeneous catalysts for coupling reactions,2-s2.0-85143795912,https://www.scopus.com/record/display.url?eid=2-s2.0-85143795912&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,,2-s2.0-85138401879,https://www.scopus.com/record/display.url?eid=2-s2.0-85138401879&origin=resultslist,"Theoretical aspects of sulfide and selenides: Structure, point defects, and electronic structure modifications",2-s2.0-85138409255,https://www.scopus.com/record/display.url?eid=2-s2.0-85138409255&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,,2-s2.0-85137874285,https://www.scopus.com/record/display.url?eid=2-s2.0-85137874285&origin=resultslist,Investigation on the Fatigue Crack Propagation of Medium-Entropy Alloys with Heterogeneous Microstructures,2-s2.0-85137910137,https://www.scopus.com/record/display.url?eid=2-s2.0-85137910137&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,,2-s2.0-85134219899,https://www.scopus.com/record/display.url?eid=2-s2.0-85134219899&origin=resultslist,Fabrication of Carbon Nanotube Field-Effect Transistor Using Shadow Mask Technique,2-s2.0-85134233398,https://www.scopus.com/record/display.url?eid=2-s2.0-85134233398&origin=resultslist
Heterostructured materials,2-s2.0-85138457469,https://www.scopus.com/record/display.url?eid=2-s2.0-85138457469&origin=resultslist,,2-s2.0-85189653094,https://www.scopus.com/record/display.url?eid=2-s2.0-85189653094&origin=resultslist,Achieving high strength-ductility of an Al–Mg–Si–Cu alloy via heterostructure coupling with pre-aging precipitation,2-s2.0-85189674337,https://www.scopus.com/record/display.url?eid=2-s2.0-85189674337&origin=resultslist
Skin-Inspired Piezoelectric Tactile Sensor Array with Crosstalk-Free Row+Column Electrodes for Spatiotemporally Distinguishing Diverse Stimuli,2-s2.0-85099226271,https://www.scopus.com/record/display.url?eid=2-s2.0-85099226271&origin=resultslist,,2-s2.0-85166219234,https://www.scopus.com/record/display.url?eid=2-s2.0-85166219234&origin=resultslist,Biomimetic artificial skin for robots: A review,2-s2.0-85166216677,https://www.scopus.com/record/display.url?eid=2-s2.0-85166216677&origin=resultslist
A Review on Challenges of Autonomous Mobile Robot and Sensor Fusion Methods,2-s2.0-85081641815,https://www.scopus.com/record/display.url?eid=2-s2.0-85081641815&origin=resultslist,,2-s2.0-85208018349,https://www.scopus.com/record/display.url?eid=2-s2.0-85208018349&origin=resultslist,Engineering a Mecanum Wheel Mobile Robot with Raspberry Pi for SLAM,2-s2.0-85208024758,https://www.scopus.com/record/display.url?eid=2-s2.0-85208024758&origin=resultslist
Soft magnetic skin for super-resolution tactile sensing with force self-decoupling,2-s2.0-85102661411,https://www.scopus.com/record/display.url?eid=2-s2.0-85102661411&origin=resultslist,,2-s2.0-85177536857,https://www.scopus.com/record/display.url?eid=2-s2.0-85177536857&origin=resultslist,"Untethered Miniature Soft Robots: Materials, Fabrications, and Applications",2-s2.0-85177526024,https://www.scopus.com/record/display.url?eid=2-s2.0-85177526024&origin=resultslist
Learning to restore low-light images via decomposition-and-enhancement,2-s2.0-85094315513,https://www.scopus.com/record/display.url?eid=2-s2.0-85094315513&origin=resultslist,,2-s2.0-85188100076,https://www.scopus.com/record/display.url?eid=2-s2.0-85188100076&origin=resultslist,DCENet-based low-light image enhancement improved by spiking encoding and convLSTM,2-s2.0-85188125874,https://www.scopus.com/record/display.url?eid=2-s2.0-85188125874&origin=resultslist
Distributed Secure Cooperative Control under Denial-of-Service Attacks from Multiple Adversaries,2-s2.0-85088201406,https://www.scopus.com/record/display.url?eid=2-s2.0-85088201406&origin=resultslist,,2-s2.0-85130812781,https://www.scopus.com/record/display.url?eid=2-s2.0-85130812781&origin=resultslist,Prediction of Network Attacks Using Supervised Machine Learning Algorithm,2-s2.0-85130811681,https://www.scopus.com/record/display.url?eid=2-s2.0-85130811681&origin=resultslist
An integrated approach to automatic pixel-level crack detection and quantification of asphalt pavement,2-s2.0-85081645498,https://www.scopus.com/record/display.url?eid=2-s2.0-85081645498&origin=resultslist,,2-s2.0-85101682512,https://www.scopus.com/record/display.url?eid=2-s2.0-85101682512&origin=resultslist,Road crack detection and recognition based on image correction of horizontal camera and convolutional neural network,2-s2.0-85101676452,https://www.scopus.com/record/display.url?eid=2-s2.0-85101676452&origin=resultslist
A Geometric Criterion for the Existence of Chaos Based on Periodic Orbits in Continuous-Time Autonomous Systems,2-s2.0-85123073224,https://www.scopus.com/record/display.url?eid=2-s2.0-85123073224&origin=resultslist,,2-s2.0-85089156776,https://www.scopus.com/record/display.url?eid=2-s2.0-85089156776&origin=resultslist,A Torus-Chaotic System and Its Pseudorandom Properties,2-s2.0-85089152210,https://www.scopus.com/record/display.url?eid=2-s2.0-85089152210&origin=resultslist
Underwater scene prior inspired deep underwater image and video enhancement,2-s2.0-85071991973,https://www.scopus.com/record/display.url?eid=2-s2.0-85071991973&origin=resultslist,,2-s2.0-85140793779,https://www.scopus.com/record/display.url?eid=2-s2.0-85140793779&origin=resultslist,ARTIFICIAL UNDERWATER DATASET: GENERATING CUSTOM IMAGES USING DEEP LEARNING MODELS,2-s2.0-85140752216,https://www.scopus.com/record/display.url?eid=2-s2.0-85140752216&origin=resultslist
Underwater scene prior inspired deep underwater image and video enhancement,2-s2.0-85071991973,https://www.scopus.com/record/display.url?eid=2-s2.0-85071991973&origin=resultslist,,2-s2.0-85167696850,https://www.scopus.com/record/display.url?eid=2-s2.0-85167696850&origin=resultslist,Underwater Ranker: Learn Which Is Better and How to Be Better,2-s2.0-85160332107,https://www.scopus.com/record/display.url?eid=2-s2.0-85160332107&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,A3Graph: Adversarial attributed autoencoder for graph representation learning,2-s2.0-85104979727,https://www.scopus.com/record/display.url?eid=2-s2.0-85104979727&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Robust Training of Graph Convolutional Networks via Latent Perturbation,2-s2.0-85103233828,https://www.scopus.com/record/display.url?eid=2-s2.0-85103233828&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Survey on graph embeddings and their applications to machine learning problems on graphs,2-s2.0-85101187303,https://www.scopus.com/record/display.url?eid=2-s2.0-85101187303&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Community-centric graph convolutional network for unsupervised community detection,2-s2.0-85097342219,https://www.scopus.com/record/display.url?eid=2-s2.0-85097342219&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Adaptive graph convolutional network with attention graph clustering for co-saliency detection,2-s2.0-85094106897,https://www.scopus.com/record/display.url?eid=2-s2.0-85094106897&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Sequence Generation Network Based on Hierarchical Attention for Multi-Charge Prediction,2-s2.0-85087329179,https://www.scopus.com/record/display.url?eid=2-s2.0-85087329179&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Adaptive knowledge subgraph ensemble for robust and trustworthy knowledge graph completion,2-s2.0-85074459402,https://www.scopus.com/record/display.url?eid=2-s2.0-85074459402&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Relation structure-aware heterogeneous graph neural network,2-s2.0-85078882600,https://www.scopus.com/record/display.url?eid=2-s2.0-85078882600&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,HpGAT: High-order proximity informed graph attention network,2-s2.0-85078279896,https://www.scopus.com/record/display.url?eid=2-s2.0-85078279896&origin=resultslist
Learning graph embedding with adversarial training methods,2-s2.0-85084693111,https://www.scopus.com/record/display.url?eid=2-s2.0-85084693111&origin=resultslist,,2-s2.0-85074541289,https://www.scopus.com/record/display.url?eid=2-s2.0-85074541289&origin=resultslist,Attributed graph clustering: A deep attentional embedding approach,2-s2.0-85074923849,https://www.scopus.com/record/display.url?eid=2-s2.0-85074923849&origin=resultslist
"A ""pDMS-in-water"" emulsion enables mechanochemically robust superhydrophobic surfaces with self-healing nature",2-s2.0-85077493453,https://www.scopus.com/record/display.url?eid=2-s2.0-85077493453&origin=resultslist,,2-s2.0-85160784744,https://www.scopus.com/record/display.url?eid=2-s2.0-85160784744&origin=resultslist,Regulation of the fabric wet adhesion property through structural design of desirable scale: A theoretical suggestion,2-s2.0-85143587365,https://www.scopus.com/record/display.url?eid=2-s2.0-85143587365&origin=resultslist
2D Metal–Organic Frameworks (MOFs) for High-Performance BatCap Hybrid Devices,2-s2.0-85087148576,https://www.scopus.com/record/display.url?eid=2-s2.0-85087148576&origin=resultslist,,2-s2.0-85141119504,https://www.scopus.com/record/display.url?eid=2-s2.0-85141119504&origin=resultslist,Surface nanoarchitectured metal–organic frameworks-based sensor for reduced glutathione sensing: a review,2-s2.0-85131459414,https://www.scopus.com/record/display.url?eid=2-s2.0-85131459414&origin=resultslist
Zero-reference deep curve estimation for low-light image enhancement,2-s2.0-85085600049,https://www.scopus.com/record/display.url?eid=2-s2.0-85085600049&origin=resultslist,,2-s2.0-85198114705,https://www.scopus.com/record/display.url?eid=2-s2.0-85198114705&origin=resultslist,Low-light image enhancement using the illumination boost algorithm along with the SKWGIF method,2-s2.0-85198093307,https://www.scopus.com/record/display.url?eid=2-s2.0-85198093307&origin=resultslist
Surface plasmon resonance (SPR) infrared sensor based on D-shape photonic crystal fibers with ITO coatings,2-s2.0-85079607136,https://www.scopus.com/record/display.url?eid=2-s2.0-85079607136&origin=resultslist,,2-s2.0-85163584806,https://www.scopus.com/record/display.url?eid=2-s2.0-85163584806&origin=resultslist,Optimization Research of Er-doped Magneto-refractive Photonic Crystal Fiber Based on Surface Plasmon Resonance,2-s2.0-85163587334,https://www.scopus.com/record/display.url?eid=2-s2.0-85163587334&origin=resultslist
