Cited Article Title,Cited Article EID,Cited Article Link,Miscited Article Title,Miscited Article EID,Miscited Article Link,Citing Article Title,Citing Article EID,Citing Article Link
Image Quality Assessment: Unifying Structure and Texture Similarity,2-s2.0-85098757649,https://www.scopus.com/record/display.url?eid=2-s2.0-85098757649&origin=resultslist,Image quality assessment: Unifying structure and texture similarity,2-s2.0-85147657052,https://www.scopus.com/record/display.url?eid=2-s2.0-85147657052&origin=resultslist,DiffGuard: Semantic Mismatch-Guided Out-of-Distribution Detection using Pre-trained Diffusion Models,2-s2.0-85180434514,https://www.scopus.com/record/display.url?eid=2-s2.0-85180434514&origin=resultslist
Image Quality Assessment: Unifying Structure and Texture Similarity,2-s2.0-85098757649,https://www.scopus.com/record/display.url?eid=2-s2.0-85098757649&origin=resultslist,Image quality assessment: Unifying structure and texture similarity,2-s2.0-85147657052,https://www.scopus.com/record/display.url?eid=2-s2.0-85147657052&origin=resultslist,Extreme Generative Human-Oriented Video Coding via Motion Representation Compression,2-s2.0-85167730126,https://www.scopus.com/record/display.url?eid=2-s2.0-85167730126&origin=resultslist
Image Quality Assessment: Unifying Structure and Texture Similarity,2-s2.0-85098757649,https://www.scopus.com/record/display.url?eid=2-s2.0-85098757649&origin=resultslist,Image quality assessment: Unifying structure and texture similarity,2-s2.0-85147657052,https://www.scopus.com/record/display.url?eid=2-s2.0-85147657052&origin=resultslist,Mathematical Palm Vein Modeling for Large-Scale Biometric Recognition,2-s2.0-85166663544,https://www.scopus.com/record/display.url?eid=2-s2.0-85166663544&origin=resultslist
Image Quality Assessment: Unifying Structure and Texture Similarity,2-s2.0-85098757649,https://www.scopus.com/record/display.url?eid=2-s2.0-85098757649&origin=resultslist,Image quality assessment: Unifying structure and texture similarity,2-s2.0-85147657052,https://www.scopus.com/record/display.url?eid=2-s2.0-85147657052&origin=resultslist,Private Eye: On the Limits of Textual Screen Peeking via Eyeglass Reflections in Video Conferencing,2-s2.0-85166473108,https://www.scopus.com/record/display.url?eid=2-s2.0-85166473108&origin=resultslist
Image Quality Assessment: Unifying Structure and Texture Similarity,2-s2.0-85098757649,https://www.scopus.com/record/display.url?eid=2-s2.0-85098757649&origin=resultslist,Image quality assessment: Unifying structure and texture similarity,2-s2.0-85147657052,https://www.scopus.com/record/display.url?eid=2-s2.0-85147657052&origin=resultslist,RELIEF: Joint Low-Light Image Enhancement and Super-Resolution with Transformers,2-s2.0-85161425156,https://www.scopus.com/record/display.url?eid=2-s2.0-85161425156&origin=resultslist
Image Quality Assessment: Unifying Structure and Texture Similarity,2-s2.0-85098757649,https://www.scopus.com/record/display.url?eid=2-s2.0-85098757649&origin=resultslist,Image quality assessment: Unifying structure and texture similarity,2-s2.0-85147657052,https://www.scopus.com/record/display.url?eid=2-s2.0-85147657052&origin=resultslist,Image Super-Resolution with Deep Variational Autoencoders,2-s2.0-85151052632,https://www.scopus.com/record/display.url?eid=2-s2.0-85151052632&origin=resultslist
Image Quality Assessment: Unifying Structure and Texture Similarity,2-s2.0-85098757649,https://www.scopus.com/record/display.url?eid=2-s2.0-85098757649&origin=resultslist,Image quality assessment: Unifying structure and texture similarity,2-s2.0-85147657052,https://www.scopus.com/record/display.url?eid=2-s2.0-85147657052&origin=resultslist,S-Extension Patch: A Simple and Efficient Way to Extend an Object Detection Model,2-s2.0-85149935544,https://www.scopus.com/record/display.url?eid=2-s2.0-85149935544&origin=resultslist
Image Quality Assessment: Unifying Structure and Texture Similarity,2-s2.0-85098757649,https://www.scopus.com/record/display.url?eid=2-s2.0-85098757649&origin=resultslist,Image quality assessment: Unifying structure and texture similarity,2-s2.0-85147657052,https://www.scopus.com/record/display.url?eid=2-s2.0-85147657052&origin=resultslist,IFQA: Interpretable Face Quality Assessment,2-s2.0-85149029057,https://www.scopus.com/record/display.url?eid=2-s2.0-85149029057&origin=resultslist
Image Quality Assessment: Unifying Structure and Texture Similarity,2-s2.0-85098757649,https://www.scopus.com/record/display.url?eid=2-s2.0-85098757649&origin=resultslist,Image quality assessment: Unifying structure and texture similarity,2-s2.0-85147657052,https://www.scopus.com/record/display.url?eid=2-s2.0-85147657052&origin=resultslist,Pik-Fix: Restoring and Colorizing Old Photos,2-s2.0-85149027276,https://www.scopus.com/record/display.url?eid=2-s2.0-85149027276&origin=resultslist
Image Quality Assessment: Unifying Structure and Texture Similarity,2-s2.0-85098757649,https://www.scopus.com/record/display.url?eid=2-s2.0-85098757649&origin=resultslist,Image quality assessment: Unifying structure and texture similarity,2-s2.0-85147657052,https://www.scopus.com/record/display.url?eid=2-s2.0-85147657052&origin=resultslist,Image Quality Assessment for Magnetic Resonance Imaging,2-s2.0-85148444471,https://www.scopus.com/record/display.url?eid=2-s2.0-85148444471&origin=resultslist
Image Quality Assessment: Unifying Structure and Texture Similarity,2-s2.0-85098757649,https://www.scopus.com/record/display.url?eid=2-s2.0-85098757649&origin=resultslist,Image quality assessment: Unifying structure and texture similarity,2-s2.0-85147657052,https://www.scopus.com/record/display.url?eid=2-s2.0-85147657052&origin=resultslist,Domain-Specific Fusion Of Objective Video Quality Metrics,2-s2.0-85151147092,https://www.scopus.com/record/display.url?eid=2-s2.0-85151147092&origin=resultslist
Image Quality Assessment: Unifying Structure and Texture Similarity,2-s2.0-85098757649,https://www.scopus.com/record/display.url?eid=2-s2.0-85098757649&origin=resultslist,Image quality assessment: Unifying structure and texture similarity,2-s2.0-85147657052,https://www.scopus.com/record/display.url?eid=2-s2.0-85147657052&origin=resultslist,DeepWSD: Projecting Degradations in Perceptual Space to Wasserstein Distance in Deep Feature Space,2-s2.0-85142791471,https://www.scopus.com/record/display.url?eid=2-s2.0-85142791471&origin=resultslist
Image Quality Assessment: Unifying Structure and Texture Similarity,2-s2.0-85098757649,https://www.scopus.com/record/display.url?eid=2-s2.0-85098757649&origin=resultslist,Image quality assessment: Unifying structure and texture similarity,2-s2.0-85147657052,https://www.scopus.com/record/display.url?eid=2-s2.0-85147657052&origin=resultslist,Perceptual Quality Assessment of Omnidirectional Images,2-s2.0-85138132953,https://www.scopus.com/record/display.url?eid=2-s2.0-85138132953&origin=resultslist
Image Quality Assessment: Unifying Structure and Texture Similarity,2-s2.0-85098757649,https://www.scopus.com/record/display.url?eid=2-s2.0-85098757649&origin=resultslist,Image quality assessment: Unifying structure and texture similarity,2-s2.0-85147657052,https://www.scopus.com/record/display.url?eid=2-s2.0-85147657052&origin=resultslist,ERQA: Edge-restoration Quality Assessment for Video Super-Resolution,2-s2.0-85182925687,https://www.scopus.com/record/display.url?eid=2-s2.0-85182925687&origin=resultslist
Image Quality Assessment: Unifying Structure and Texture Similarity,2-s2.0-85098757649,https://www.scopus.com/record/display.url?eid=2-s2.0-85098757649&origin=resultslist,Image quality assessment: Unifying structure and texture similarity,2-s2.0-85147657052,https://www.scopus.com/record/display.url?eid=2-s2.0-85147657052&origin=resultslist,Research on single image super-resolution algorithm based on region perception,2-s2.0-85151729886,https://www.scopus.com/record/display.url?eid=2-s2.0-85151729886&origin=resultslist
Image Quality Assessment: Unifying Structure and Texture Similarity,2-s2.0-85098757649,https://www.scopus.com/record/display.url?eid=2-s2.0-85098757649&origin=resultslist,Image quality assessment: Unifying structure and texture similarity,2-s2.0-85147657052,https://www.scopus.com/record/display.url?eid=2-s2.0-85147657052&origin=resultslist,HUMAN IMPERCEPTIBLE ATTACKS AND APPLICATIONS TO IMPROVE FAIRNESS,2-s2.0-85150395198,https://www.scopus.com/record/display.url?eid=2-s2.0-85150395198&origin=resultslist
