Cited Article Title,Cited Article EID,Cited Article Link,Miscited Article Title,Miscited Article EID,Miscited Article Link,Citing Article Title,Citing Article EID,Citing Article Link,Reason
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,Transfusion: Robust lidar-camera fusion for 3d object detection with transformers,2-s2.0-85131654212,https://www.scopus.com/record/display.url?eid=2-s2.0-85131654212&origin=resultslist,Vision-Centric BEV Perception: A Survey,2-s2.0-85204151459,https://www.scopus.com/record/display.url?eid=2-s2.0-85204151459&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,Transfusion: Robust lidar-camera fusion for 3d object detection with transformers,2-s2.0-85131654212,https://www.scopus.com/record/display.url?eid=2-s2.0-85131654212&origin=resultslist,On the Performance of Perception Systems of Autonomous Vehicles,2-s2.0-85202866481,https://www.scopus.com/record/display.url?eid=2-s2.0-85202866481&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,Transfusion: Robust lidar-camera fusion for 3d object detection with transformers,2-s2.0-85131654212,https://www.scopus.com/record/display.url?eid=2-s2.0-85131654212&origin=resultslist,MultiCorrupt: A Multi-Modal Robustness Dataset and Benchmark of LiDAR-Camera Fusion for 3D Object Detection,2-s2.0-85199806188,https://www.scopus.com/record/display.url?eid=2-s2.0-85199806188&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,Transfusion: Robust lidar-camera fusion for 3d object detection with transformers,2-s2.0-85131654212,https://www.scopus.com/record/display.url?eid=2-s2.0-85131654212&origin=resultslist,Analysis of Point Cloud Domain Gap Effects for 3D Object Detection Evaluation,2-s2.0-85190658429,https://www.scopus.com/record/display.url?eid=2-s2.0-85190658429&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,Transfusion: Robust lidar-camera fusion for 3d object detection with transformers,2-s2.0-85131654212,https://www.scopus.com/record/display.url?eid=2-s2.0-85131654212&origin=resultslist,ICAFusion: Iterative cross-attention guided feature fusion for multispectral object detection,2-s2.0-85170537683,https://www.scopus.com/record/display.url?eid=2-s2.0-85170537683&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,Transfusion: Robust lidar-camera fusion for 3d object detection with transformers,2-s2.0-85131654212,https://www.scopus.com/record/display.url?eid=2-s2.0-85131654212&origin=resultslist,Multi-modality 3D object detection in autonomous driving: A review,2-s2.0-85166483456,https://www.scopus.com/record/display.url?eid=2-s2.0-85166483456&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,Transfusion: Robust lidar-camera fusion for 3d object detection with transformers,2-s2.0-85131654212,https://www.scopus.com/record/display.url?eid=2-s2.0-85131654212&origin=resultslist,EMOS: Enhanced moving object detection and classification via sensor fusion and noise filtering,2-s2.0-85172113785,https://www.scopus.com/record/display.url?eid=2-s2.0-85172113785&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,Transfusion: Robust lidar-camera fusion for 3d object detection with transformers,2-s2.0-85131654212,https://www.scopus.com/record/display.url?eid=2-s2.0-85131654212&origin=resultslist,3D Object Detection for Autonomous Driving: A Comprehensive Survey,2-s2.0-85153723884,https://www.scopus.com/record/display.url?eid=2-s2.0-85153723884&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,Transfusion: Robust lidar-camera fusion for 3d object detection with transformers,2-s2.0-85131654212,https://www.scopus.com/record/display.url?eid=2-s2.0-85131654212&origin=resultslist,A survey of 3D object detection algorithms [3D 目标检测方法研究综述],2-s2.0-85171301533,https://www.scopus.com/record/display.url?eid=2-s2.0-85171301533&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,Transfusion: Robust lidar-camera fusion for 3d object detection with transformers,2-s2.0-85131654212,https://www.scopus.com/record/display.url?eid=2-s2.0-85131654212&origin=resultslist,A Review of Image and Point Cloud Fusion-Based 3D Object Detection for Autonomous Driving,2-s2.0-85189318451,https://www.scopus.com/record/display.url?eid=2-s2.0-85189318451&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,Transfusion: Robust lidar-camera fusion for 3d object detection with transformers,2-s2.0-85131654212,https://www.scopus.com/record/display.url?eid=2-s2.0-85131654212&origin=resultslist,PillarDAN: Pillar-based Dual Attention Attention Network for 3D Object Detection with 4D RaDAR,2-s2.0-85186518352,https://www.scopus.com/record/display.url?eid=2-s2.0-85186518352&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,Transfusion: Robust lidar-camera fusion for 3d object detection with transformers,2-s2.0-85131654212,https://www.scopus.com/record/display.url?eid=2-s2.0-85131654212&origin=resultslist,Multi-task Perception for Autonomous Driving,2-s2.0-85175198503,https://www.scopus.com/record/display.url?eid=2-s2.0-85175198503&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,Transfusion: Robust lidar-camera fusion for 3d object detection with transformers,2-s2.0-85131654212,https://www.scopus.com/record/display.url?eid=2-s2.0-85131654212&origin=resultslist,3D Object Detection in Autonomous Driving,2-s2.0-85175184393,https://www.scopus.com/record/display.url?eid=2-s2.0-85175184393&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,Transfusion: Robust lidar-camera fusion for 3d object detection with transformers,2-s2.0-85131654212,https://www.scopus.com/record/display.url?eid=2-s2.0-85131654212&origin=resultslist,Bird’s Eye View Perception for Autonomous Driving,2-s2.0-85175154250,https://www.scopus.com/record/display.url?eid=2-s2.0-85175154250&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,Transfusion: Robust lidar-camera fusion for 3d object detection with transformers,2-s2.0-85131654212,https://www.scopus.com/record/display.url?eid=2-s2.0-85131654212&origin=resultslist,Benchmarking the Robustness of LiDAR-Camera Fusion for 3D Object Detection,2-s2.0-85170829647,https://www.scopus.com/record/display.url?eid=2-s2.0-85170829647&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,Transfusion: Robust lidar-camera fusion for 3d object detection with transformers,2-s2.0-85131654212,https://www.scopus.com/record/display.url?eid=2-s2.0-85131654212&origin=resultslist,Sparse Dense Fusion for 3D Object Detection,2-s2.0-85169030676,https://www.scopus.com/record/display.url?eid=2-s2.0-85169030676&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,Transfusion: Robust lidar-camera fusion for 3d object detection with transformers,2-s2.0-85131654212,https://www.scopus.com/record/display.url?eid=2-s2.0-85131654212&origin=resultslist,BEVFusion: A Simple and Robust LiDAR-Camera Fusion Framework,2-s2.0-85163199206,https://www.scopus.com/record/display.url?eid=2-s2.0-85163199206&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,Transfusion: Robust lidar-camera fusion for 3d object detection with transformers,2-s2.0-85131654212,https://www.scopus.com/record/display.url?eid=2-s2.0-85131654212&origin=resultslist,A Survey on Transformers for Point Cloud Processing: An Updated Overview,2-s2.0-85136625262,https://www.scopus.com/record/display.url?eid=2-s2.0-85136625262&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,Transfusion: Robust lidar-camera fusion for 3d object detection with transformers,2-s2.0-85131654212,https://www.scopus.com/record/display.url?eid=2-s2.0-85131654212&origin=resultslist,Transformers for Multi-Object Tracking on Point Clouds,2-s2.0-85133399175,https://www.scopus.com/record/display.url?eid=2-s2.0-85133399175&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,,2-s2.0-85165555389,https://www.scopus.com/record/display.url?eid=2-s2.0-85165555389&origin=resultslist,Spatio-Temporal Fusion of LiDAR and Camera Data for Omnidirectional Depth Perception,2-s2.0-85165608301,https://www.scopus.com/record/display.url?eid=2-s2.0-85165608301&origin=resultslist,F04
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,TransFusion: Robust LiDAR-camera fusion for 3D object detection with transformers,2-s2.0-85210782042,https://www.scopus.com/record/display.url?eid=2-s2.0-85210782042&origin=resultslist,Deep Learning Frontiers in 3D Object Detection: A Comprehensive Review for Autonomous Driving,2-s2.0-85204157000,https://www.scopus.com/record/display.url?eid=2-s2.0-85204157000&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,,2-s2.0-85151061884,https://www.scopus.com/record/display.url?eid=2-s2.0-85151061884&origin=resultslist,4D-StOP: Panoptic Segmentation of 4D LiDAR Using Spatio-Temporal Object Proposal Generation and Aggregation,2-s2.0-85151046921,https://www.scopus.com/record/display.url?eid=2-s2.0-85151046921&origin=resultslist,F04
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,TransFusion: robust LiDAR-camera fusion for 3D object detection with transformers,2-s2.0-85191414797,https://www.scopus.com/record/display.url?eid=2-s2.0-85191414797&origin=resultslist,Towards robotic disassembly: A comparison of coarse-to-fine and multimodal fusion screw detection methods,2-s2.0-85191455736,https://www.scopus.com/record/display.url?eid=2-s2.0-85191455736&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,TransFusion: Robust Lidar-Camera Fusion for 3d Object Detection with Transformers,2-s2.0-85160309094,https://www.scopus.com/record/display.url?eid=2-s2.0-85160309094&origin=resultslist,FUTR3D: A Unified Sensor Fusion Framework for 3D Detection,2-s2.0-85170829162,https://www.scopus.com/record/display.url?eid=2-s2.0-85170829162&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,TransFusion: Robust Lidar-Camera Fusion for 3d Object Detection with Transformers,2-s2.0-85160309094,https://www.scopus.com/record/display.url?eid=2-s2.0-85160309094&origin=resultslist,Fully Convolutional One-Stage 3D Object Detection on LiDAR Range Images,2-s2.0-85144786438,https://www.scopus.com/record/display.url?eid=2-s2.0-85144786438&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,Transfusion: Robust lidar-camera fusion for 3d object detection with transformers,2-s2.0-85177436949,https://www.scopus.com/record/display.url?eid=2-s2.0-85177436949&origin=resultslist,Alleviating Foreground Sparsity for Semi-Supervised Monocular 3D Object Detection,2-s2.0-85191574796,https://www.scopus.com/record/display.url?eid=2-s2.0-85191574796&origin=resultslist,F04; F07
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,,2-s2.0-85203345454,https://www.scopus.com/record/display.url?eid=2-s2.0-85203345454&origin=resultslist,High-order multilayer attention fusion network for 3D object detection,2-s2.0-85203326872,https://www.scopus.com/record/display.url?eid=2-s2.0-85203326872&origin=resultslist,F04
TransFusion: Robust LiDAR-Camera Fusion for 3D Object Detection with Transformers,2-s2.0-85138200851,https://www.scopus.com/record/display.url?eid=2-s2.0-85138200851&origin=resultslist,Transfusion: Robust lidar-camera fusion for 3D object detection with transformers,2-s2.0-85182817888,https://www.scopus.com/record/display.url?eid=2-s2.0-85182817888&origin=resultslist,ODSPC: deep learning-based 3D object detection using semantic point cloud,2-s2.0-85150263435,https://www.scopus.com/record/display.url?eid=2-s2.0-85150263435&origin=resultslist,F04; F07
