Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Qiang, W., Wu, Q., Long, L.","58078906800;57217773459;8436656600;","Potential regulation of strength-ductility by nucleation and growth mechanisms of shear bands in heterogeneous laminates",2024,"Materials Today Communications","38",,"107960","","",,6,"10.1016/j.mtcomm.2023.107960","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181542200&doi=10.1016%2fj.mtcomm.2023.107960&partnerID=40&md5=f6fa2df0949915d9906e0a3adbad531d",Article,"Final","",Scopus,2-s2.0-85181542200
"Jeong, T.-J., Yu, X., Harris, T.A.L.","57209565275;58891946800;24573521800;","Scaled Production of Functionally Gradient Thin Films Using Slot Die Coating on a Roll-to-Roll System",2024,"ACS Applied Materials and Interfaces","16","7",,"9264","9274",,,"10.1021/acsami.3c17558","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185252685&doi=10.1021%2facsami.3c17558&partnerID=40&md5=b8ec25124882cbbf020c0bc1c9dcd7cb",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85185252685
"Yang, J., Li, X., Li, C., Zhou, Z., Quan, S., Kang, Z., Qin, S., Sun, L., Gao, B., Zhu, X.","57227435700;57214726760;59402062100;58772985500;58772985600;58772017000;58772797800;56625361100;57201446572;7406186811;","Heterogeneous Microstructure Provides a Good Combination of Strength and Ductility in Duplex Stainless Steel",2024,"Metals","14","2","193","","",,2,"10.3390/met14020193","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185669150&doi=10.3390%2fmet14020193&partnerID=40&md5=2b9b9282fc60ae29cdf3dbae95a19654",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85185669150
"Li, G., Zeng, L., Jiang, Q., Wang, Y., Guo, R., Ma, Z.","57912298800;58648734300;57190018452;59453255400;57196416599;59074574800;","Mechanical Behaviors and Failure Analysis of S38C Steel with Gradient Structure Fabricated by Induction Heating and Quenching",2024,"Steel Research International","95","2","2300384","","",,1,"10.1002/srin.202300384","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174144948&doi=10.1002%2fsrin.202300384&partnerID=40&md5=83a02ffd3d54c48bb760cc4b415a6027",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85174144948
"Gutierrez-Morales, F., Lavernia, E.J.","59483407800;57210774374;","Principles and Mechanisms of Cryomilling of Metallic Materials: Insights from Recent Studies",2024,"Advanced Engineering Materials",,,,"","",,,"10.1002/adem.202402172","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212847563&doi=10.1002%2fadem.202402172&partnerID=40&md5=18229f96be105887ea807b1a297051ae",Review,"Article in Press","",Scopus,2-s2.0-85212847563
"Yang, H., Sui, Y., Jiang, Y., Tan, Z., Wang, X., Zhou, H.","59335219800;44061798500;7404832045;55286685100;59196894000;57223660325;","Effects of Ga Content on Microstructure Evolution and Mechanical Response of Heterostructured Dual-Phase Ag-49Cu Alloys",2024,"Journal of Materials Engineering and Performance",,,,"","",,,"10.1007/s11665-024-10118-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204441696&doi=10.1007%2fs11665-024-10118-0&partnerID=40&md5=5ef2c5a107e7d201ab89b5aac1144f41",Article,"Article in Press","",Scopus,2-s2.0-85204441696
"Olanrewaju, S.O., Alaneme, K.K., Omotoyinbo, J.A., Ogedengbe, T.I., Ewetumo, T.T.","57193020875;15520424000;14833151300;14016364500;57224936249;","Development and performance evaluation of a multi-functional mechanical testing machine",2024,"Cogent Engineering","11","1","2302494","","",,,"10.1080/23311916.2024.2302494","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182497111&doi=10.1080%2f23311916.2024.2302494&partnerID=40&md5=8eff77cbaca10c9353450b3401cc3e44",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85182497111
"Sadeghi, B., Cavaliere, P., Pruncu, C.I., Balog, M., Marques de Castro, M., Chahal, R.","58475067500;8670281200;56512168200;55918741500;57208188339;57202282249;","Architectural design of advanced aluminum matrix composites: a review of recent developments",2024,"Critical Reviews in Solid State and Materials Sciences","49","1",,"1","71",,28,"10.1080/10408436.2022.2078277","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130591840&doi=10.1080%2f10408436.2022.2078277&partnerID=40&md5=ea1ca6204602732fc298c68e809a7467",Review,"Final","",Scopus,2-s2.0-85130591840
"Romero-Resendiz, L., Kong, H.J., Zhang, T., Ni, H., Chen, S., Naeem, M., Zhu, Y.T.","57208225557;57208546071;57206942241;57735818700;56148872100;57198040580;57200203137;","Achieving antimicrobial and superior mechanical properties in a scalable and cost-effective heterostructured stainless steel",2023,"Materials Science and Engineering: A","886",,"145676","","",,2,"10.1016/j.msea.2023.145676","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171138565&doi=10.1016%2fj.msea.2023.145676&partnerID=40&md5=33f27edb6fe9f078c85f1a2c7833f169",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85171138565
"Pang, X., Zeng, Y., Li, S., Li, Z., Shen, P., Zhang, B., Deng, W.","57209618248;57219939675;57221640090;57766382400;57580871800;57211397100;56106678600;","Microstructure and fretting wear behaviour of gradient-structured Cu sheets prepared by plastic flow machining",2023,"Wear","530-531",,"205050","","",,3,"10.1016/j.wear.2023.205050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164693680&doi=10.1016%2fj.wear.2023.205050&partnerID=40&md5=b66def5ee8ec1724f8015befe4dcdf03",Article,"Final","",Scopus,2-s2.0-85164693680
"Sadeghi, B.","58475067500;","Advancing High-Performance Metal Matrix Composites: Uniting Nature’s Design and Engineering Innovation",2023,"Materials","16","18","6077","","",,,"10.3390/ma16186077","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172931277&doi=10.3390%2fma16186077&partnerID=40&md5=1b94c67f83fbf4ff253b28c42e2dc367",Editorial,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85172931277
"Wang, Z., Shi, S., Yu, J., Li, B., Li, Y., Chen, X.","57868124000;55210410100;57740844800;57212398855;57192527678;57465550700;","Combining multiscale structure and TRIP effect to enhance room temperature tensile properties of 304 stainless steel by cryogenic cyclic plastic strengthening",2023,"Scripta Materialia","234",,"115581","","",,5,"10.1016/j.scriptamat.2023.115581","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161010800&doi=10.1016%2fj.scriptamat.2023.115581&partnerID=40&md5=8955ce4c84dbeda46d19013d493f9a8d",Article,"Final","",Scopus,2-s2.0-85161010800
"Wang, Z., Li, J., Yang, Y., Pang, L., Liu, M., Li, H., Liu, Q., Fu, B., Guo, Y., Wang, Z.","57221406162;57396630000;57196442918;57008693100;57193561754;36111221700;22935126600;57190033651;57209467608;56861876200;","A novel high-entropy alloy with exceptional strength and elongation via bimodal grains and lamellar nano-precipitates",2023,"Materials Science and Engineering: A","870",,"144851","","",,16,"10.1016/j.msea.2023.144851","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150854563&doi=10.1016%2fj.msea.2023.144851&partnerID=40&md5=94dcbf37381ed4e32fb7fb671ca8dd02",Article,"Final","",Scopus,2-s2.0-85150854563
"Qiang, W., Wu, Q., Long, L.","58078906800;57217773459;8436656600;","Synergistic Strengthening of Dislocation and Heterodeformation Induced in Gradient Nanograined Copper Film: A Molecular Dynamics Study",2023,"Physica Status Solidi (A) Applications and Materials Science","220","6","2200762","","",,9,"10.1002/pssa.202200762","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146849313&doi=10.1002%2fpssa.202200762&partnerID=40&md5=13bda7abc06b60b860698e55032f9663",Article,"Final","",Scopus,2-s2.0-85146849313
"Tao, Y., Cheng, W., Wang, W.","58070616900;57212310598;59289182600;","Atomistic tensile deformation mechanisms in a CrCoNi medium-entropy alloy with gradient nano-grained structure at cryogenic temperature",2023,"Frontiers in Materials","9",,"1118952","","",,2,"10.3389/fmats.2022.1118952","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146496444&doi=10.3389%2ffmats.2022.1118952&partnerID=40&md5=5fc981cb26608ad96cf2dc145d694a17",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85146496444
"Romero-Resendiz, L., Naeem, M., Zhu, Y.T.","57208225557;57198040580;57200203137;","Heterostructured Materials by Severe Plastic Deformation: Overview and Perspectives",2023,"Materials Transactions","64","10",,"2346","2360",,8,"10.2320/matertrans.MT-MH2022008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171200267&doi=10.2320%2fmatertrans.MT-MH2022008&partnerID=40&md5=74810916e32e3e772fb564fdd8f0c8f7",Review,"Final","",Scopus,2-s2.0-85171200267
"Gu, L., Shang, X., Wang, J., Deng, J., Liu, Y., Zeng, X., Ding, W.","57200093103;57189902718;57200026870;58571366800;58571889400;57225911211;58903339600;","Development of High Strength and High Thermal Conductivity Semi-Solid Magnesium Alloy by Thixomolding Process",2023,"Solid State Phenomena","347",,,"97","106",,2,"10.4028/p-fTZBz0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170566743&doi=10.4028%2fp-fTZBz0&partnerID=40&md5=3a90513815fa55e7df430a77d168188d",Book Chapter,"Final","",Scopus,2-s2.0-85170566743
"Li, Z., Sui, S., Ma, X., Tan, H., Zhong, C., Bi, G., Clare, A.T., Gasser, A., Chen, J.","57204574027;57189867923;57209824248;35206810900;36349039300;57218448820;13404858800;14037380500;58546348900;","High deposition rate powder- and wire-based laser directed energy deposition of metallic materials: A review",2022,"International Journal of Machine Tools and Manufacture","181",,"103942","","",,82,"10.1016/j.ijmachtools.2022.103942","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137158605&doi=10.1016%2fj.ijmachtools.2022.103942&partnerID=40&md5=0d439cef9b0e88ba02a83cd5f2708f04",Review,"Final","",Scopus,2-s2.0-85137158605
"Du, J., Li, J., Feng, Y., Ning, J., Liu, S., Zhang, F.","57266501900;55898012800;35731162100;15053237600;56095296800;55583564700;","Effect of layered heterogeneous microstructure design on the mechanical behavior of medium carbon steel",2022,"Materials and Design","221",,"110953","","",,30,"10.1016/j.matdes.2022.110953","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135387628&doi=10.1016%2fj.matdes.2022.110953&partnerID=40&md5=956d6b49db1b8407874ff81ffc33fbbb",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85135387628
"Romero-Resendiz, L., El-Tahawy, M., Zhang, T., Rossi, M.C., Marulanda-Cardona, D.M., Yang, T., Amigó-Borrás, V., Huang, Y., Mirzadeh, H., Beyerlein, I.J., Huang, J.C., Langdon, T.G., Zhu, Y.T.","57208225557;57188522300;57206942241;56927407300;15056456100;57045145200;57214862339;57192099306;35085291300;7004495126;57195915937;7103087478;57200203137;","Heterostructured stainless steel: Properties, current trends, and future perspectives",2022,"Materials Science and Engineering R: Reports","150",,"100691","","",,125,"10.1016/j.mser.2022.100691","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134588352&doi=10.1016%2fj.mser.2022.100691&partnerID=40&md5=0eecf839a42376b2e245f4230c9583d6",Review,"Final","All Open Access, Green",Scopus,2-s2.0-85134588352
"Yu, Y., Gao, M., Hu, B., Tian, C., Rong, X., Xie, Z., Guo, H., Shang, C.","57208599608;57223282364;57222618198;57222272607;56710963300;55444621700;56472121900;7005398165;","Tailoring heterogeneous microstructure in a high-strength low-alloy steel for enhanced strength-toughness balance",2021,"Metals","11","12","1983","","",,3,"10.3390/met11121983","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120790405&doi=10.3390%2fmet11121983&partnerID=40&md5=d4970063191967fbf7e1a37ff3ca4d1c",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85120790405
