Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Lu, Y., Jiang, B., Liu, N., Li, Y., Chen, J., Zhang, Y., Wan, Z.","57192556936;57215595590;57189703652;57193718016;56609477000;57193778799;57933862800;","CrossPrune: Cooperative pruning for camera–LiDAR fused perception models of autonomous driving",2024,"Knowledge-Based Systems","289",,"111522","","",,,"10.1016/j.knosys.2024.111522","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186127689&doi=10.1016%2fj.knosys.2024.111522&partnerID=40&md5=a7a5e565ba02598d7aa7c7d41b6ecd3a",Article,"Final","",Scopus,2-s2.0-85186127689
"Gao, H., Chen, Z., Chen, Z., Chen, L., Liu, J., Zhang, S., Zhao, F.","58967583900;57206982683;57226331687;57770581800;57200321067;57054535400;57225866170;","Leveraging Imagery Data with Spatial Point Prior for Weakly Semi-supervised 3D Object Detection",2024,"Proceedings of the AAAI Conference on Artificial Intelligence","38","3",,"1797","1805",,,"10.1609/aaai.v38i3.27948","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189287389&doi=10.1609%2faaai.v38i3.27948&partnerID=40&md5=df8334f0032b6f77c0a28b819a413676",Conference Paper,"Final","All Open Access, Gold",Scopus,2-s2.0-85189287389
"Chen, B., Niu, T., Zhang, R., Zhang, H., Lin, Y., Li, B.","58753834800;57211201425;58759073200;59290593500;58863205100;57193118044;","Feature matching driven background generalization neural networks for surface defect segmentation",2024,"Knowledge-Based Systems","287",,"111451","","",,2,"10.1016/j.knosys.2024.111451","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184066222&doi=10.1016%2fj.knosys.2024.111451&partnerID=40&md5=740710aca585d6fa4ba610ab77c6e8ce",Article,"Final","",Scopus,2-s2.0-85184066222
"Jiang, H., Lu, Y., Zhang, D., Shi, Y., Wang, J.","57209320802;57194331239;57203076170;24722421900;57861070700;","Deep learning-based fusion networks with high-order attention mechanism for 3D object detection in autonomous driving scenarios",2024,"Applied Soft Computing","152",,"111253","","",,7,"10.1016/j.asoc.2024.111253","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182504744&doi=10.1016%2fj.asoc.2024.111253&partnerID=40&md5=b8e7b9850d2f180cd30e1fdf31d6c889",Article,"Final","",Scopus,2-s2.0-85182504744
"Ma, Y., Wang, T., Bai, X., Yang, H., Hou, Y., Wang, Y., Qiao, Y., Yang, R., Zhu, X.","57200040615;57219804710;57219661549;57709194000;57201307075;56568511300;58832171400;7403924024;57206620753;","Vision-Centric BEV Perception: A Survey",2024,"IEEE Transactions on Pattern Analysis and Machine Intelligence","46","12",,"10978","10997",,7,"10.1109/TPAMI.2024.3449912","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204151459&doi=10.1109%2fTPAMI.2024.3449912&partnerID=40&md5=bbd3baf0e356ee9fc048070a1b20ebb9",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85204151459
"Najafi, A., Boukerche, A.","59309589900;7005819374;","On the Performance of Perception Systems of Autonomous Vehicles",2024,"IEEE International Conference on Communications",,,,"5365","5370",,,"10.1109/ICC51166.2024.10622924","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202866481&doi=10.1109%2fICC51166.2024.10622924&partnerID=40&md5=ab3047b78762233fa5f4b1a2d2cb61a8",Conference Paper,"Final","",Scopus,2-s2.0-85202866481
"Beemelmanns, T., Zhang, Q., Geller, C., Eckstein, L.","57194940203;59284499200;57219690061;35366150700;","MultiCorrupt: A Multi-Modal Robustness Dataset and Benchmark of LiDAR-Camera Fusion for 3D Object Detection",2024,"IEEE Intelligent Vehicles Symposium, Proceedings",,,,"3255","3261",,,"10.1109/IV55156.2024.10588664","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199806188&doi=10.1109%2fIV55156.2024.10588664&partnerID=40&md5=00dc14c7922cc758eaaf1916c34df113",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85199806188
"Iglesias, A., Garcia, M., Aranjuelo, N., Arganda-Carreras, I., Nieto, M.","58916309300;57238271900;57190169224;23395808800;13106199700;","Analysis of Point Cloud Domain Gap Effects for 3D Object Detection Evaluation",2024,"Proceedings of the International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications","4",,,"278","285",,,"10.5220/0012357200003660","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190658429&doi=10.5220%2f0012357200003660&partnerID=40&md5=b8a6cae3da6eb5f0931591fe72fc88aa",Conference Paper,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85190658429
"Shen, J., Chen, Y., Liu, Y., Zuo, X., Fan, H., Yang, W.","7404930694;58611719100;57857496900;36784119000;56085688000;8891611800;","ICAFusion: Iterative cross-attention guided feature fusion for multispectral object detection",2024,"Pattern Recognition","145",,"109913","","",,40,"10.1016/j.patcog.2023.109913","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170537683&doi=10.1016%2fj.patcog.2023.109913&partnerID=40&md5=7b8bbf17a1cbc5914ab076520866dd79",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85170537683
"Tang, Y., He, H., Wang, Y., Mao, Z., Wang, H.","57908881400;7402291608;56036009000;57963459300;56402762300;","Multi-modality 3D object detection in autonomous driving: A review",2023,"Neurocomputing","553",,"126587","","",,21,"10.1016/j.neucom.2023.126587","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166483456&doi=10.1016%2fj.neucom.2023.126587&partnerID=40&md5=b2ef727ceb755c0fb68339ff9bdad009",Article,"Final","",Scopus,2-s2.0-85166483456
"Lee, D., Han, S.-J., Min, K.-W., Choi, J., Park, C.H.","55617360700;56431658100;57210894025;8431815100;7408417469;","EMOS: Enhanced moving object detection and classification via sensor fusion and noise filtering",2023,"ETRI Journal","45","5",,"847","861",,2,"10.4218/etrij.2023-0109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172113785&doi=10.4218%2fetrij.2023-0109&partnerID=40&md5=a425c39b2b0625ad6c4dd79ab67f7eae",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85172113785
"Mao, J., Shi, S., Wang, X., Li, H.","57205368406;57204393387;55736875200;57141098300;","3D Object Detection for Autonomous Driving: A Comprehensive Survey",2023,"International Journal of Computer Vision","131","8",,"1909","1963",,97,"10.1007/s11263-023-01790-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153723884&doi=10.1007%2fs11263-023-01790-1&partnerID=40&md5=58a7be6bf678a99ab124d541e924ba3c",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85153723884
"Huang, Z., Wang, Y., Li, D.","58160965200;35346204100;35307313000;","A survey of 3D object detection algorithms [3D 目标检测方法研究综述]",2023,"Chinese Journal of Intelligent Science and Technology","5","1",,"7","31",,5,"10.11959/j.issn.2096-6652.202312","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171301533&doi=10.11959%2fj.issn.2096-6652.202312&partnerID=40&md5=75676b59be6853c893ae960b4b7c4769",Article,"Final","",Scopus,2-s2.0-85171301533
"Liu, A., Yuan, L.","58793301800;36128986800;","A Review of Image and Point Cloud Fusion-Based 3D Object Detection for Autonomous Driving",2023,"Proceedings - 2023 China Automation Congress, CAC 2023",,,,"7828","7833",,,"10.1109/CAC59555.2023.10450195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189318451&doi=10.1109%2fCAC59555.2023.10450195&partnerID=40&md5=60e9b24e145548da1ef8cad716aa8270",Conference Paper,"Final","",Scopus,2-s2.0-85189318451
"Li, J., Yang, L., Chen, Y., Yang, Y., Jin, Y., Akiyama, K.","58033412200;57203351492;59073126900;57216113737;57476683900;58915898800;","PillarDAN: Pillar-based Dual Attention Attention Network for 3D Object Detection with 4D RaDAR",2023,"IEEE Conference on Intelligent Transportation Systems, Proceedings, ITSC",,,,"1851","1857",,1,"10.1109/ITSC57777.2023.10422406","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186518352&doi=10.1109%2fITSC57777.2023.10422406&partnerID=40&md5=feb99ea18e605cbdba3485eee3a824fe",Conference Paper,"Final","",Scopus,2-s2.0-85186518352
"Liang, X., Liang, X., Xu, H.","55926362100;57223751519;57208439123;","Multi-task Perception for Autonomous Driving",2023,"Advances in Computer Vision and Pattern Recognition","Part F1566",,,"281","321",,3,"10.1007/978-981-99-4287-9_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175198503&doi=10.1007%2f978-981-99-4287-9_9&partnerID=40&md5=c85929311b48235cb53e2e30915f7b24",Book Chapter,"Final","",Scopus,2-s2.0-85175198503
"Yun, P., Liu, Y., Yan, X., Li, J., Wang, J., Tai, L., Jin, N., Fan, R., Liu, M.","57196088443;57208212826;57909546300;58101807700;57211689678;57192430548;58669151600;57190580049;55512872300;","3D Object Detection in Autonomous Driving",2023,"Advances in Computer Vision and Pattern Recognition","Part F1566",,,"139","173",,,"10.1007/978-981-99-4287-9_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175184393&doi=10.1007%2f978-981-99-4287-9_5&partnerID=40&md5=ffc736f823294b7df35f743f4571cbee",Book Chapter,"Final","",Scopus,2-s2.0-85175184393
"Du, J., Su, S., Fan, R., Chen, Q.","58546662400;57846553800;57190580049;36571318600;","Bird’s Eye View Perception for Autonomous Driving",2023,"Advances in Computer Vision and Pattern Recognition","Part F1566",,,"323","356",,1,"10.1007/978-981-99-4287-9_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175154250&doi=10.1007%2f978-981-99-4287-9_10&partnerID=40&md5=540f4aad57f0a05883e11043e54091cc",Book Chapter,"Final","",Scopus,2-s2.0-85175154250
"Yu, K., Tao, T., Xie, H., Lin, Z., Liang, T., Wang, B., Chen, P., Hao, D., Wang, Y., Liang, X.","57204286560;57223814534;56039435000;57226334550;57204795150;57208720289;57218173655;57734040500;35239099100;55926362100;","Benchmarking the Robustness of LiDAR-Camera Fusion for 3D Object Detection",2023,"IEEE Computer Society Conference on Computer Vision and Pattern Recognition Workshops","2023-June",,,"3188","3198",,20,"10.1109/CVPRW59228.2023.00321","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170829647&doi=10.1109%2fCVPRW59228.2023.00321&partnerID=40&md5=e7f69297bf61a6a81fba6f9c9807677f",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85170829647
"Gao, Y., Sima, C., Shi, S., Di, S., Liu, S., Li, H.","57223150598;57604988500;57204393387;57345722100;56153297100;57604231100;","Sparse Dense Fusion for 3D Object Detection",2023,"IEEE International Conference on Intelligent Robots and Systems",,,,"10939","10946",,4,"10.1109/IROS55552.2023.10341620","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169030676&doi=10.1109%2fIROS55552.2023.10341620&partnerID=40&md5=68d600ff6caab83e8600a0c35a3179f8",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85169030676
"Liang, T., Xie, H., Yu, K., Xia, Z., Lin, Z., Wang, Y., Tang, T., Wang, B., Tang, Z.","57204795150;56039435000;57204286560;57734040400;57226334550;35239099100;57223814534;57208720289;7403306319;","BEVFusion: A Simple and Robust LiDAR-Camera Fusion Framework",2022,"Advances in Neural Information Processing Systems","35",,,"","",,151,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163199206&partnerID=40&md5=abd2480f2abc3272a0372077b5219308",Conference Paper,"Final","",Scopus,2-s2.0-85163199206
"Zeng, J., Wang, D., Chen, P.","57860640800;56103009300;57861495700;","A Survey on Transformers for Point Cloud Processing: An Updated Overview",2022,"IEEE Access","10",,,"86510","86527",,10,"10.1109/ACCESS.2022.3198999","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136625262&doi=10.1109%2fACCESS.2022.3198999&partnerID=40&md5=1df2c5690952d52c3c9ff18d45bbb9c1",Article,"Final","",Scopus,2-s2.0-85136625262
"Ruppel, F., Faion, F., Glaser, C., Dietmayer, K.","57220009263;55416128300;56044106300;6602970323;","Transformers for Multi-Object Tracking on Point Clouds",2022,"IEEE Intelligent Vehicles Symposium, Proceedings","2022-June",,,"852","859",,13,"10.1109/IV51971.2022.9827344","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133399175&doi=10.1109%2fIV51971.2022.9827344&partnerID=40&md5=e2841feab0a4ed1c3dcfdf7b64a79ae2",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85133399175
